order_id,ma_don,ma_cua_hang,ngay,ten_khach,so_dien_thoai,thanh_tien,nhan_vien,ghi_chu
3823,HD00144,MM024,01/12/2025,Nguyễn Quang Hiếu,0936797630,4491000,Chị Hải,
3824,HD00145,MM006,8-8-24,Nguyễn Quang Hiếu,0936797630,9490000,Chị Mỹ,Khách hẹn lấy sau
3825,MM019-0183,MM019,02/08/2025,Đặng Ngọc Hạnh,84701045305,9990000,Anh Thảo,Đã xuất hóa đơn VAT
3826,HD00164,MM015,09/05/2026,Ly Thanh Hieu,0968171482,9015500,Anh Huy,Trả góp 0%
3827,HD00159,MM010,2025.04.15,Đặng Ngọc Tâm,0767990558,6490000,Anh Ngân,Đã xuất hóa đơn VAT
3828,MM014-0173,MM014,05/01/2025,Lê Minh Hà,0831585125,127002000,Chị Sơn,
3829,HD00145,MM024,15/10/2025,Lê Minh Hà,0831585125,2241000,Chị Hà,
3830,HD00173,MM011,02/05/2026,Nguyễn Bảo Hoa,0867 209 515,10782000,Chị Sơn,
3831,MM018-0175,MM018,03/06/2026,Vũ Bảo Đạt,0373606756,11990000,Chị Duy,Đã xuất hóa đơn VAT
3832,MM020-0155,MM020,04/03/2025,Phạm Bảo Oanh,,3490000,Anh Long,Khách hẹn lấy sau
3833,HD00166,MM022,30/08/2024,Đặng Xuân Thảo,0941754079,2241000,Chị Quân,
3834,MM012-0150,MM012,31/12/2025,Nguyễn Tuấn Khánh,0834197195,11371500,Chị Quân,Trả góp 0%
3835,MM004-0149,MM004,31-1-25,Nguyễn Tuấn Khánh,0834197195,4491000,Anh Như,Trả góp 0%
3836,HD00155,MM007,10/07/2026,Lý Gia Trung,0885080044,18990000,Chị Giang,
3837,MM020-0156,MM020,26/01/2025,Phan Hữu Phúc,0946894748,57181000,Anh Quyên,Khách hẹn lấy sau
3838,HD00164,MM001,20-12-24,Ngô Kim Nhung,0335688110,2990000,Anh Tâm,
3839,HD00179,MM009,23/11/2025,Đỗ Hữu Hải,0856933133,2490000,Anh Tú,Trả góp 0%
3840,HD00161,MM021,16/08/2024,Ngô Anh Đạt,,237500,Chị Hoa,
3841,HD00180,MM009,8-5-25,Hồ Thanh Vinh,0850653715,18480000,,
3842,HD00148,MM013,09/05/2026,NGÔ ĐỨC THẮNG,0773474551,17091000,Chị Huy,Trả góp 0%
3843,HD00174,MM011,2025.02.25,Lê Hoài Khoa,0354919638,31990000,Chị Huy,Khách hẹn lấy sau
3844,MM019-0184,MM019,16/06/2026,Lê Hoài Khoa,0354919638,16822000,Chị Trang,
3845,MM016-0158,MM016,05/08/2024,Lê Hoài Khoa,0354919638,5841000,Chị Sơn,Đã xuất hóa đơn VAT
3846,HD00152,MM003,10/04/2026,Vũ Anh Thu,84798418863,1180000,Chị Trang,
3847,HD00160,MM010,15/07/2024,Võ Minh Hiếu,0894795462,304000,,
3848,HD00154,MM017,13-7-24,Lê Thanh Dung,0770760906,4740500,Chị Thu,
3849,HD00150,MM004,8-11-25,Võ Gia Sơn,0981875445,68980000,Chị Hải,
3850,HD00162,MM021,23/07/2026,Võ Gia Sơn,0981875445,5980000,Chị Yến,Đã xuất hóa đơn VAT
3851,MM009-0181,MM009,21-5-26,Võ Gia Sơn,0981875445,30380500,Chị Thắng,
3852,HD00182,MM009,22/05/2025,Lý Đức Nam,,75573000,Anh Duy,Trả góp 0%
3853,MM020-0157,MM020,11/02/2026,Lý Đức Nam,84914865294,52.970.500đ,Chị Cường,Trả góp 0%
3854,HD00176,MM018,03/04/2026,Huynh Van Khoa,0892830780,15980000,Anh Ngân,Khách hẹn lấy sau
3855,HD00156,MM007,24/10/2024,Huỳnh Văn Khoa,84892830780,33831000,Chị Mỹ,
3856,HD00163,MM021,2-8-25,Ho Bao Oanh,0974519054,120000,Anh Khoa,
3857,HD00161,MM023,11-7-26,Vu Anh Huy,0984445420,3104000,Chị Huy,
3858,HD00157,MM007,24-4-26,Võ Minh Long,0960116839,17091000,,
3859,HD00177,MM018,20/01/2025,Vo Minh Long,0960116839,15305500,Chị Ngân,Đã xuất hóa đơn VAT
3860,MM001-0165,MM001,12-9-24,Võ Minh Long,0960116839,6490000,Anh Trung,
3861,HD00146,MM006,19-6-25,Võ Minh Long,,712500,Chị Sơn,Khách hẹn lấy sau
3862,HD00161,MM010,11-3-25,PHAN THỊ SƠN,0965031329,39781000,,Trả góp 0%
3863,HD00175,MM011,11/03/2026,Phan Thị Sơn,0965031329,11230500,Chị Quân,
3864,MM012-0151,MM012,15/08/2025,Phan Thị Sơn,0965031329,4990000,Chị Vy,Trả góp 0%
3865,HD00174,MM014,20-11-24,Bùi Thanh Giang,0859 206 682,31980000,Anh Tú,
3866,HD00185,MM019,13/01/2026,Huynh Thanh Hoa,0865889582,7490000,Chị Thắng,Khách hẹn lấy sau
3867,HD00149,MM013,06/12/2024,Huynh Thanh Hoa,0865889582,36990000,Anh Mai,
3868,MM007-0158,MM007,14-6-25,Đỗ Gia An,0781 836 183,2490000,Anh Đạt,
3869,HD00164,MM021,2025.12.04,Do Gia An,0781836183,11990000,Chị Vy,Khách hẹn lấy sau
3870,HD00178,MM018,2025.06.29,Đỗ Gia An,0781836183,7990000,Chị Nga,Đã xuất hóa đơn VAT
3871,MM009-0183,MM009,03/07/2026,Do Gia An,84781836183,6680000,Anh Tú,
3872,MM001-0166,MM001,05/07/2024,Đỗ Tuấn Tú,0789848684,11180500,Anh Lâm,Khách hẹn lấy sau
3873,HD00152,MM005,14/04/2025,Đỗ Tuấn Tú,84789848684,3990000,Anh Yến,Đã xuất hóa đơn VAT
3874,HD00167,MM022,17-2-26,Đặng Tuấn Thắng,84346082388,14470000,Anh Giang,Đã xuất hóa đơn VAT
3875,HD00168,MM022,2025.02.05,Nguyễn Hữu Hạnh,84942652130,4491000,Chị Cường,Trả góp 0%
3876,HD00186,MM019,07/12/2024,Đỗ Kim Tú,0894689574,6490000,Anh Thu,Khách hẹn lấy sau
3877,MM015-0165,MM015,18/09/2025,Ngo Huu Trung,0793846545,10791000,Chị Linh,
3878,HD00187,MM019,19/02/2026,Ngô Hữu Trung,0793846545,7990000,Chị Ngân,Khách hẹn lấy sau
3879,HD00176,MM011,3-7-26,Lý Đức Nam,0385994695,6741000,Chị Linh,
3880,MM006-0147,MM006,15/10/2024,Ly Duc Tam,84943567217,26980000,Chị Trang,Đã xuất hóa đơn VAT
3881,HD00169,MM022,11/01/2025,Huỳnh Minh Tú,0982757596,35140500,Anh Lan,Đã xuất hóa đơn VAT
3882,HD00179,MM018,28/01/2026,Huỳnh Minh Tú,0982757596,6741000,Anh Như,
3883,HD00180,MM018,2026.08.05,Huỳnh Minh Tú,0982 757 596,27990000,,
3884,MM002-0145,MM002,4-1-25,Võ Văn Trang,0782455616,7590500,Anh Hiếu,
3885,MM021-0165,MM021,01/06/2025,Dương Hữu Như,0916082368,3490000,Anh Yến,
3886,MM003-0153,MM003,11-3-26,Vo Quang Dat,0837341644,41061000,Anh Tú,Trả góp 0%
3887,MM009-0184,MM009,31-8-26,Võ Quang Đạt,0837341644,9196000,Chị Giang,
3888,MM003-0154,MM003,11/08/2026,Đặng Hoài Hiếu,84331441523,20980000,Anh Long,
3889,HD00158,MM020,4-3-26,Đặng Hoài Hiếu,0331441523,11381000,Anh Linh,
3890,HD00166,MM021,28/04/2026,Đặng Hoài Hiếu,0331441523,5990000,Anh Hoa,Đã xuất hóa đơn VAT
3891,HD00155,MM017,31/07/2026,Nguyen Anh Dat,0859142079,22581000,,Đã xuất hóa đơn VAT
3892,MM002-0146,MM002,02/08/2026,Nguyen Anh Dat,0859142079,18360500,,Trả góp 0%
3893,HD00166,MM015,9-10-24,Nguyen Minh Giang,0704687846,10730500,Chị Mỹ,Khách hẹn lấy sau
3894,HD00181,MM008,20/06/2026,Nguyễn Minh Giang,0704687846,27990000,Chị Vy,
3895,MM010-0162,MM010,2024.09.13,Nguyen Minh Giang,0704687846,39970000,Anh Tuyết,
3896,HD00167,MM001,29/11/2024,Ngô Văn Đạt,0351 488 432,450000,Anh Duy,Trả góp 0%
3897,MM004-0151,MM004,11/12/2024,TRẦN QUANG PHÚC,84341072986,250000,Chị Ngân,
3898,MM019-0188,MM019,13/03/2025,Trần Quang Phúc,0341072986,2241000,Anh Mai,Đã xuất hóa đơn VAT
3899,HD00159,MM007,01/03/2026,Trần Bảo Sơn,84356642844,12990000,Chị Quân,
3900,HD00181,MM018,29/12/2025,Hồ Thị Duy,0799783494,320000,Chị An,
3901,MM009-0185,MM009,31-3-26,HUỲNH XUÂN KHÁNH,0397186887,3490000,Anh Thu,
3902,HD00186,MM009,7-12-24,Huynh Xuan Khanh,0397 186 887,27530500,Anh Mai,
3903,HD00167,MM021,2-7-24,Nguyễn Văn Mỹ,84836194370,5830500,,
3904,HD00152,MM004,30/01/2026,Nguyễn Văn Mỹ,0836194370,7990000,Anh Bình,
3905,MM006-0148,MM006,28-7-25,Võ Bảo Quyên,0323540463,14300000,Anh Đạt,Đã xuất hóa đơn VAT
3906,HD00170,MM022,2024.12.11,Võ Bảo Quyên,0323540463,37980000,Anh Khoa,
3907,HD00168,MM001,05/07/2025,Võ Bảo Quyên,0323540463,1890000,Chị Hoa,
3908,HD00169,MM001,2025.06.26,VÕ BẢO QUYÊN,0323540463,3990000,Chị Mỹ,Trả góp 0%
3909,HD00182,MM018,15/07/2024,Lý Ngọc Phúc,0814 584 563,405000,Chị Hoa,
3910,HD00175,MM014,2025.01.04,Lý Ngọc Phúc,0814584563,6490000,Chị Sơn,Đã xuất hóa đơn VAT
3911,MM015-0167,MM015,20/09/2024,Lý Ngọc Phúc,0814584563,37980000,Anh Đạt,
3912,MM002-0147,MM002,2026.07.20,Le Hoai Long,0769243066,20171000,Chị Ngân,
3913,MM019-0189,MM019,22/02/2025,Lê Hoài Long,0769243066,7490000,Anh Huy,Khách hẹn lấy sau
3914,HD00153,MM005,20/02/2026,Lê Hoài Long,0769243066,1890000,Anh Mai,Khách hẹn lấy sau
3915,MM006-0149,MM006,31-7-26,Đặng Thanh Phương,0335725260,20731500,Anh Đạt,
3916,MM010-0163,MM010,2024.12.28,Trần Hữu Mỹ,84889134593,22990000,Anh Thu,Đã xuất hóa đơn VAT
3917,HD00150,MM006,19-7-26,Nguyễn Hữu Sơn,0828248065,9380000,Chị Trang,
3918,HD00152,MM012,11-6-25,Ngô Ngọc Yến,0842 073 532,37980000,Anh Yến,Trả góp 0%
3919,HD00162,MM023,19/07/2024,Ngô Ngọc Yến,0842073532,18980000,Anh Trung,Khách hẹn lấy sau
3920,HD00160,MM007,19/10/2024,Bùi Bảo Khoa,0970 883 908,18160500,Chị Giang,
3921,HD00171,MM022,26-8-25,Vũ Ngọc Cường,0339569404,4990000,Anh Yến,Khách hẹn lấy sau
3922,MM007-0161,MM007,17/11/2025,Vũ Ngọc Cường,0339569404,65371000,Anh Huy,Đã xuất hóa đơn VAT
3923,MM016-0159,MM016,05/11/2024,PHẠM XUÂN AN,0836579123,25191000,Chị Vy,Đã xuất hóa đơn VAT
3924,HD00153,MM012,19/10/2024,Huynh Thanh Lam,0822721126,108000,Anh Thảo,Khách hẹn lấy sau
3925,MM007-0162,MM007,2026.08.10,Huỳnh Thanh Lâm,0822721126,33291000,Chị Vy,Đã xuất hóa đơn VAT
3926,HD00190,MM019,19/11/2025,Huynh Thanh Lam,0822721126,40060000,Chị Hoa,
3927,HD00183,MM018,27/08/2026,Ho Tuan Khoa,0355357062,18131500,Chị Linh,Đã xuất hóa đơn VAT
3928,HD00170,MM001,15/02/2025,Đặng Thanh Ngân,84968320867,237500,Anh Linh,Trả góp 0%
3929,HD00187,MM009,26/03/2026,Hồ Đức Mai,0786459713,450000,Chị Yến,
3930,HD00168,MM021,23/08/2025,Ho Duc Mai,0786459713,6280500,Chị Vy,
3931,HD00163,MM007,25/06/2026,Nguyễn Văn Quân,0982914814,36990000,Anh Khánh,
3932,HD00160,MM016,18/12/2024,Võ Minh Hạnh,0984006043,2490000,Chị Bình,
3933,HD00182,MM008,08/04/2025,Võ Minh Hạnh,0984006043,26590500,Chị Giang,
3934,MM016-0161,MM016,11/01/2025,LÊ HỮU PHƯƠNG,0911721220,320000,Chị Lan,
3935,HD00150,MM013,19/04/2026,Dương Thị Tâm,0815 006 226,750000,Chị Vy,
3936,HD00154,MM012,21-7-25,Lý Xuân Quân,0792688925,750000,Anh Yến,
3937,MM013-0151,MM013,2-11-24,Lý Xuân Quân,0792 688 925,26590500,Anh Huy,Khách hẹn lấy sau
3938,MM007-0164,MM007,30/07/2024,Trần Hữu Mỹ,,2490000,Anh Trung,Trả góp 0%
3939,MM004-0153,MM004,5-12-25,Lý Kim Hải,0778370920,36271000,Anh Lan,Khách hẹn lấy sau
3940,MM020-0159,MM020,21-1-25,LÝ KIM HẢI,0778370920,31990000,Chị Sơn,Khách hẹn lấy sau
3941,HD00151,MM006,15/01/2026,Lý Kim Hải,0778 370 920,6490000,Chị Sơn,
3942,HD00155,MM003,16/03/2025,Bùi Ngọc Nam,0828154149,47061000,Chị Cường,
3943,MM012-0155,MM012,04/12/2024,Dương Minh Huy,0373 292 676,7866500,Chị Hoa,
3944,HD00172,MM022,03/10/2025,Dương Minh Huy,0373292676,11990000,Anh Mỹ,Khách hẹn lấy sau
3945,HD00156,MM017,17-1-25,Phan Bảo Vy,0825984359,450000,,
3946,HD00173,MM022,22/08/2025,Lê Hữu Phúc,0967687574,30390500,Chị Thu,Trả góp 0%
3947,HD00188,MM009,29/06/2026,Lê Hữu Phúc,0967687574,50980000,Chị Duy,Khách hẹn lấy sau
3948,HD00164,MM010,23/06/2025,Lê Hữu Phúc,0967687574,6490000,Anh Hoa,
3949,HD00183,MM008,6-8-26,Bùi Minh Thảo,0380107307,18496500,Anh Nga,
3950,HD00165,MM010,27/10/2024,Dương Thị Khánh,84798160259,26590500,Anh Thu,
3951,HD00162,MM016,14/05/2025,Vũ Đức Thắng,84847478718,5841000,Anh Bình,Khách hẹn lấy sau
3952,MM012-0156,MM012,05/10/2024,Vũ Bảo Mỹ,0882690556,1890000,Anh Long,
3953,MM024-0146,MM024,8-11-25,Vũ Bảo Mỹ,,6490000,Anh Tuyết,Trả góp 0%
3954,HD00165,MM007,2025.02.05,Lý Hữu Tú,0976424535,6490000,Anh Khánh,Khách hẹn lấy sau
3955,MM003-0156,MM003,13-2-26,Võ Hoài Thảo,0380700871,5480000,Anh Trung,Đã xuất hóa đơn VAT
3956,MM009-0189,MM009,17-1-26,Tran Huu Thang,,21480000,Anh Như,
3957,HD00184,MM008,2024.11.14,Phan Duc Linh,0816141993,2990000,Anh Yến,
3958,HD00147,MM024,18/04/2026,Phan Đức Linh,0816141993,50382000,Chị Thu,Trả góp 0%
3959,MM022-0174,MM022,19-7-26,Dương Thị Thu,0357069174,237500,Chị Mỹ,
3960,MM022-0175,MM022,08/06/2026,Lê Ngọc Khoa,84823906579,10230000,Chị Trang,Đã xuất hóa đơn VAT
3961,MM024-0148,MM024,17/08/2024,Đỗ Bảo Phương,0763699031,5990000,Chị Vy,Khách hẹn lấy sau
3962,HD00169,MM021,01/04/2026,Đỗ Bảo Phương,0763699031,5391000,Anh Lan,Khách hẹn lấy sau
3963,HD00191,MM019,2025.07.31,Đỗ Bảo Phương,84763699031,11390500,Anh Khánh,Trả góp 0%
3964,HD00163,MM023,21/01/2026,Hoàng Kim Quân,0900535859,5990000,Anh Duy,Trả góp 0%
3965,HD00163,MM016,14/08/2026,Hoang Bao Long,0907295415,9490000,Chị Huy,
3966,HD00170,MM021,23-8-25,Vũ Minh Sơn,0861485327,560500,,
3967,HD00176,MM022,2026.05.01,Phan Tuấn Đạt,0903894073,5690500,Chị Nam,Trả góp 0%
3968,HD00160,MM020,26-5-26,Đặng Hữu Trung,0799410188,6490000,Chị Vy,Đã xuất hóa đơn VAT
3969,HD00177,MM011,02/09/2024,Bùi Văn Trung,0835501416,28480000,,Khách hẹn lấy sau
3970,MM007-0166,MM007,19-4-25,Ngô Ngọc Khánh,0362573547,450000,Chị Thu,
3971,HD00185,MM008,19-11-24,Phạm Thị Bình,0366278181,590000,Chị Long,Đã xuất hóa đơn VAT
3972,MM016-0164,MM016,16-8-25,Đỗ Anh Mỹ,84973654260,6741000,Chị Vy,
3973,HD00171,MM001,22/11/2024,Hoàng Bảo Nam,0785548958,5660500,Anh Trung,Đã xuất hóa đơn VAT
3974,MM023-0164,MM023,09/07/2026,Hoàng Bảo Nam,0785548958,2990000,Chị Hiếu,
3975,HD00157,MM003,20/10/2024,Phan Duc Thao,0845027260,12340500,Anh Đạt,Khách hẹn lấy sau
3976,HD00157,MM017,16-7-26,Phan Đức Thảo,0845027260,30390500,Chị Bình,Trả góp 0%
3977,HD00192,MM019,14-6-26,Nguyễn Thị Thảo,0322778230,35960000,Chị Vinh,
3978,HD00167,MM007,14/10/2024,Huynh Ngoc Phuong,0368341505,4131000,Anh Yến,Khách hẹn lấy sau
3979,HD00158,MM017,23/05/2025,Trần Thanh Hải,0848338579,12980000,Anh Khánh,
3980,HD00152,MM013,4-11-24,Phạm Xuân Hiếu,0785539431,45121000,Chị Giang,Đã xuất hóa đơn VAT
3981,HD00157,MM012,22-9-25,Phạm Xuân Hiếu,0785539431,27990000,Anh Đạt,
3982,MM009-0190,MM009,18/05/2026,Phạm Xuân Hiếu,0785539431,7490000,Anh Long,Trả góp 0%
3983,MM010-0166,MM010,2026.07.22,Ngô Xuân Thắng,0364891624,9015500,Chị Đạt,Trả góp 0%
3984,HD00158,MM003,16-6-25,Lê Hoài Quân,84325345212,26590500,Chị Lâm,Trả góp 0%
3985,MM021-0171,MM021,11-4-25,Hoàng Đức Tú,0948012432,6740000,Chị Mỹ,Khách hẹn lấy sau
3986,MM012-0158,MM012,06/06/2025,Ngô Đức Phong,0704845691,38931500,Chị Vy,
3987,HD00191,MM009,4-5-25,Ngô Đức Phong,0704845691,4740500,Anh Huy,
3988,HD00148,MM002,29/05/2025,Ngô Đức Phong,0704845691,33291000,Anh Lan,Khách hẹn lấy sau
3989,HD00153,MM013,25/12/2025,Đặng Thị Giang,,3490000,Chị Quân,Khách hẹn lấy sau
3990,HD00165,MM016,17/07/2026,Nguyen Bao Nhung,0328064721,19470000,Anh Đạt,
3991,HD00168,MM007,17/06/2026,Huỳnh Quang Thu,0340378718,24024550,Anh Tâm,Đã xuất hóa đơn VAT
3992,HD00172,MM021,9-4-25,Phan Duc Hai,0886644457,57921500,Chị Hải,Trả góp 0%
3993,HD00166,MM016,2025.10.24,Ngô Gia Thắng,0785495331,4580000,Anh Đạt,Đã xuất hóa đơn VAT
3994,MM022-0177,MM022,2024.10.20,Lý Kim Khánh,0905071164,12215000,Chị An,
3995,HD00154,MM013,2026.02.18,Ly Kim Khanh,0905071164,7990000,Anh Trung,
3996,HD00169,MM007,3-10-24,Lý Kim Khánh,84905071164,25623000,Anh Trung,Khách hẹn lấy sau
3997,HD00193,MM019,12/03/2026,Ly Kim Khanh,0905071164,81171000,Chị An,
3998,MM013-0155,MM013,30/09/2024,Dương Thanh Tâm,0786227472,2691000,Anh Tâm,Khách hẹn lấy sau
3999,MM001-0172,MM001,2026.06.27,Đặng Ngọc Linh,,29431000,Chị Thắng,
4000,MM011-0178,MM011,9-7-26,Đặng Ngọc Linh,0981918327,3990000,Anh Yến,Đã xuất hóa đơn VAT
4001,MM004-0154,MM004,05/06/2026,Đặng Ngọc Linh,0981918327,7490000,Chị Hiếu,Đã xuất hóa đơn VAT
4002,MM004-0155,MM004,2-10-24,ĐỖ QUANG THẢO,0334474263,27990000,Chị An,
4003,HD00149,MM024,6-1-25,Phạm Thanh Tâm,84834539896,6780500,Anh Đạt,Khách hẹn lấy sau
4004,HD00159,MM012,27/06/2026,Ngô Hữu Linh,0979370938,250000,,Trả góp 0%
4005,HD00160,MM012,9-6-26,Hoàng Quang Giang,84393436042,3490000,Anh Trung,Đã xuất hóa đơn VAT
4006,MM011-0179,MM011,18/11/2024,PHAN TUẤN TRANG,84810103298,9480500,Chị Huy,Trả góp 0%
4007,MM022-0178,MM022,2025.10.08,Bùi Minh Hạnh,84321106889,7830500,Anh Huy,
4008,HD00159,MM003,2024.11.11,Đỗ Minh Tuyết,0781 204 318,16444500,Chị Long,Khách hẹn lấy sau
4009,HD00173,MM021,2025.11.30,Đỗ Minh Tuyết,0781204318,2990000,Chị Giang,
4010,MM008-0186,MM008,12/01/2026,Đỗ Minh Tuyết,0781204318,27990000,Chị Linh,
4011,HD00159,MM017,18/01/2025,Do Gia Dat,84863241874,3490000,Chị Quân,Đã xuất hóa đơn VAT
4012,HD00152,MM006,2026.02.04,Huỳnh Tuấn Linh,,1890000,Anh Đạt,Trả góp 0%
4013,HD00173,MM001,10-4-25,Lý Minh Ngân,0937403690,18040500,Chị Yến,Khách hẹn lấy sau
4014,MM013-0156,MM013,18/02/2025,Đặng Gia Trang,0852003461,7990000,Anh Hoa,
4015,MM024-0150,MM024,08/06/2026,Đặng Gia Trang,0852003461,2990000,Anh Yến,
4016,MM012-0161,MM012,03/08/2024,Lê Anh Trung,0867154939,11531000,Anh Tâm,Khách hẹn lấy sau
4017,MM008-0187,MM008,13/11/2025,LÝ THANH AN,84944480145,564000,Anh Phương,Khách hẹn lấy sau
4018,HD00161,MM020,28/02/2026,Lê Tuấn Huy,0813920883,2490000,Anh Quyên,
4019,HD00192,MM009,26/07/2025,Đặng Thanh Lâm,0974959378,5990000,Anh Mai,
4020,HD00174,MM021,14/04/2026,Đặng Thanh Lâm,84974959378,6165500,Anh Nga,
4021,HD00194,MM019,20/08/2025,Đặng Thanh Lâm,0974959378,38281000,,Đã xuất hóa đơn VAT
4022,MM019-0195,MM019,06/11/2024,Nguyễn Thanh Thu,0372865024,6165500,Anh Mai,Đã xuất hóa đơn VAT
4023,HD00188,MM008,2025.01.22,Phan Xuân Mai,0838881212,27990000,Anh Mai,
4024,HD00193,MM009,2024.11.16,Võ Quang Khoa,,3490000,Chị Hiếu,Khách hẹn lấy sau
4025,HD00167,MM016,01/05/2025,Lê Thị Yến,0838315240,19094000,Anh Huy,Đã xuất hóa đơn VAT
4026,MM009-0194,MM009,8-3-26,Le Huu Ha,84868521289,1062000,Anh Quyên,
4027,MM015-0168,MM015,09/02/2025,Lê Hữu Hà,0868521289,5990000,Chị Giang,
4028,HD00195,MM009,9-6-26,Lê Hữu Hà,0980910446,2490000,Anh Mai,Đã xuất hóa đơn VAT
4029,HD00179,MM022,3-4-26,Trần Văn Duy,84371224946,21622000,Chị Mỹ,Trả góp 0%
4030,MM008-0189,MM008,05/10/2025,Võ Tuấn Thu,0885227834,34380500,Chị Duy,Trả góp 0%
4031,MM019-0196,MM019,05/07/2026,Đặng Tuấn Đạt,0977816606,14881000,Anh Đạt,Đã xuất hóa đơn VAT
4032,MM002-0149,MM002,31/05/2025,Đỗ Đức Phương,0368 935 221,11990000,Chị Ngân,
4033,HD00157,MM013,13-7-24,Đỗ Đức Phương,84368935221,405000,Anh Tuyết,
4034,MM013-0158,MM013,2-7-25,Đỗ Đức Phương,,3665000,Chị Huy,
4035,MM022-0180,MM022,11/10/2024,Vũ Hoài Vinh,0391 447 291,18990000,Anh Tâm,
4036,MM010-0167,MM010,29/06/2026,Ngô Xuân Hạnh,0331 898 807,19463000,Anh Vy,Trả góp 0%
4037,HD00197,MM019,21/07/2024,Bùi Bảo Dung,0383890079,10656500,Anh Đạt,Khách hẹn lấy sau
4038,MM017-0160,MM017,4-8-26,Bùi Bảo Dung,,6165500,Anh Quyên,Trả góp 0%
4039,MM001-0174,MM001,08/02/2025,Vu Thi Lan,,4990000,Anh Mai,
4040,HD00154,MM005,08/06/2026,Vũ Thị Lan,0392816524,5990000,Chị Quân,Khách hẹn lấy sau
4041,HD00168,MM016,30-1-25,Vũ Thị Lan,0392816524,7115500,Chị Mỹ,
4042,MM002-0150,MM002,08/09/2025,Bùi Đức Dung,0700 120 695,33291000,Anh Trung,Trả góp 0%
4043,HD00155,MM005,2024.07.13,Bùi Đức Dung,0700120695,6490000,Chị Mỹ,Khách hẹn lấy sau
4044,HD00169,MM015,10/01/2026,Đặng Bảo Nhung,0898358465,6490000,Chị Cường,Khách hẹn lấy sau
4045,HD00161,MM017,2025.05.07,Bùi Tuấn Quân,84826397814,11990000,Chị Hải,Đã xuất hóa đơn VAT
4046,HD00162,MM017,13/03/2026,Bùi Tuấn Quân,84826397814,2691000,Chị Giang,Đã xuất hóa đơn VAT
4047,MM007-0170,MM007,14/10/2025,Bùi Tuấn Quân,0826397814,590000,Anh Ngân,Khách hẹn lấy sau
4048,MM004-0156,MM004,26-9-24,Lý Tuấn Dung,0862079236,4740500,Anh Đạt,
4049,HD00184,MM018,09/08/2025,Bùi Thị Khoa,0352 181 134,29785500,Chị Huy,Đã xuất hóa đơn VAT
4050,MM010-0168,MM010,21/12/2025,Bùi Thị Khoa,0352181134,37645500,Chị Bình,
4051,MM021-0175,MM021,24/11/2025,Bùi Thị Khoa,0352181134,6980000,Chị Mỹ,Khách hẹn lấy sau
4052,HD00162,MM012,6-10-24,Đỗ Hữu Cường,0389026528,15980000,Chị Huy,Đã xuất hóa đơn VAT
4053,HD00169,MM010,21/08/2024,Đỗ Hữu Cường,0389026528,19080500,Chị Đạt,
4054,MM020-0162,MM020,23/07/2026,Đỗ Hữu Cường,0389026528,5.990.000đ,Chị Thắng,
4055,MM022-0181,MM022,10-6-25,Đỗ Hữu Cường,0389026528,60781000,Chị Cường,Khách hẹn lấy sau
4056,MM022-0182,MM022,19-4-25,Lê Hoài Long,0960 114 646,11990000,Chị Mỹ,Khách hẹn lấy sau
4057,HD00170,MM010,7-8-25,Võ Thị Phúc,0936699646,6490000,Anh Huy,Đã xuất hóa đơn VAT
4058,HD00159,MM013,21-11-24,Võ Kim Khoa,0353517683,26980000,Chị Yến,Khách hẹn lấy sau
4059,HD00171,MM007,2025.05.27,Phạm Hoài Vy,0824339402,55980000,Anh Huy,Đã xuất hóa đơn VAT
4060,MM017-0163,MM017,13-11-24,Trần Quang Quyên,0987723910,8541000,Anh Huy,
4061,MM008-0190,MM008,19-7-25,Huỳnh Bảo Cường,0904281992,21840500,Anh Mai,Trả góp 0%
4062,HD00163,MM020,2026.05.12,Hoàng Thị Thắng,0775690270,320000,,Khách hẹn lấy sau
4063,HD00153,MM006,22/12/2025,Hoàng Thị Thắng,0775690270,237500,Anh Thảo,
4064,MM003-0160,MM003,31/01/2026,Lý Anh Mai,0390677179,4215000,Anh Trung,
4065,HD00156,MM005,,Võ Đức Quân,0810087867,31990000,Anh Yến,
4066,HD00165,MM023,01/03/2025,Vo Duc Quan,0810087867,4990000,Chị Huy,Trả góp 0%
4067,HD00183,MM022,2026.07.15,Le Anh Thu,,9481000,Anh Trung,
4068,MM023-0166,MM023,30/03/2025,Đỗ Quang Phúc,84859640746,10284000,,
4069,MM020-0164,MM020,14/12/2024,Huỳnh Anh Thắng,0368820105,21081000,Anh Lâm,Trả góp 0%
4070,MM008-0191,MM008,2025.01.26,Huỳnh Anh Thắng,84368820105,21980000,Chị Linh,
4071,MM012-0163,MM012,25-7-25,Huỳnh Anh Thắng,84368820105,2490000,Chị Hiếu,Trả góp 0%
4072,MM006-0154,MM006,20/01/2026,Huynh Anh Thang,0368820105,2691000,Chị Hải,Khách hẹn lấy sau
4073,HD00176,MM014,18/07/2026,Huỳnh Văn Quân,0770631074,17091000,Chị Ngân,
4074,HD00164,MM017,13/11/2024,DƯƠNG NGỌC NGA,0764403779,19246500,Anh Linh,Đã xuất hóa đơn VAT
4075,HD00155,MM006,28-9-25,Duong Ngoc Nga,0764403779,22970000,Chị Duy,
4076,MM008-0192,MM008,08/12/2024,Dương Ngọc Nga,0764 403 779,475000,Chị Cường,
